date_key,month,day,year,weekend,season_canada
1,26,4,00,no,spring,spring
2,26,4,00,no,spring,spring
3,1,3,02,no,winter,winter
4,1,3,02,no,winter,winter
5,22,5,02,no,spring,spring
6,22,5,02,no,spring,spring
7,29,4,03,no,spring,spring
8,29,4,03,no,spring,spring
9,1,9,92,no,summer,summer
10,1,9,92,no,summer,summer
11,17,7,95,no,summer,summer
12,17,7,95,no,summer,summer
13,28,2,03,no,winter,winter
14,28,2,03,no,winter,winter
15,19,4,04,no,spring,spring
16,19,4,04,no,spring,spring
17,24,4,04,yes,spring,spring
18,24,4,04,yes,spring,spring
19,15,2,05,no,winter,winter
20,17,2,05,no,winter,winter
21,13,8,05,yes,summer,summer
22,13,8,05,yes,summer,summer
23,29,8,07,no,summer,summer
24,29,8,07,no,summer,summer
25,26,4,08,yes,spring,spring
26,26,4,08,yes,spring,spring
27,1,8,08,no,summer,summer
28,3,8,08,yes,summer,summer
29,4,1,09,yes,winter,winter
30,4,1,09,yes,winter,winter
31,28,11,09,yes,fall,fall
32,28,11,09,yes,fall,fall
33,21,1,10,no,winter,winter
34,21,1,10,no,winter,winter
35,5,3,10,no,spring,spring
36,5,3,10,no,spring,spring
37,15,4,10,no,spring,spring
38,15,4,10,no,spring,spring
39,18,4,10,yes,spring,spring
40,18,4,10,yes,spring,spring
41,11,7,11,no,summer,summer
42,11,7,11,no,summer,summer
43,30,6,12,yes,summer,summer
44,30,6,12,yes,summer,summer
45,8,7,12,yes,summer,summer
46,10,7,12,no,summer,summer
47,7,11,13,no,fall,fall
48,13,11,13,no,fall,fall
49,1,4,14,no,spring,spring
50,1,4,14,no,spring,spring
51,28,5,14,no,spring,spring
52,28,5,14,no,spring,spring
53,19,6,14,no,spring,spring
54,19,6,14,no,spring,spring
55,1,2,15,yes,winter,winter
56,1,2,15,yes,winter,winter
57,22,3,15,yes,spring,spring
58,22,3,15,yes,spring,spring
59,8,7,15,no,summer,summer
60,9,7,15,no,summer,summer
61,3,2,16,no,winter,winter
62,3,2,16,no,winter,winter
63,24,4,16,yes,spring,spring
64,24,4,16,yes,spring,spring
65,29,7,16,no,summer,summer
66,29,7,16,no,summer,summer
67,11,9,16,yes,summer,summer
68,11,9,16,yes,summer,summer
69,25,7,17,no,summer,summer
70,25,7,17,no,summer,summer
71,28,10,17,yes,fall,fall
72,19,11,17,yes,fall,fall
73,6,12,17,no,winter,winter
74,6,12,17,no,winter,winter
75,31,12,18,no,winter,winter
76,23,1,18,no,winter,winter
77,23,1,18,no,winter,winter
78,12,10,18,no,fall,fall
79,12,10,18,no,fall,fall
80,23,10,18,no,fall,fall
81,23,10,18,no,fall,fall
82,31,12,19,no,winter,winter
83,31,12,20,no,winter,winter
84,17,3,20,no,winter,winter
85,21,3,20,yes,spring,spring
86,22,7,20,no,summer,summer
87,22,7,20,no,summer,summer
88,1,4,86,no,spring,spring
89,30,6,86,no,summer,summer
90,1,4,86,no,spring,spring
91,29,5,86,no,spring,spring
92,29,5,86,no,spring,spring
93,30,5,86,no,spring,spring
94,30,5,86,no,spring,spring
95,2,6,86,no,spring,spring
96,2,6,86,no,spring,spring
97,14,5,86,no,spring,spring
98,15,5,86,no,spring,spring
99,15,5,86,no,spring,spring
100,16,5,86,no,spring,spring
101,15,5,86,no,spring,spring
102,16,5,86,no,spring,spring
103,16,7,86,no,summer,summer
104,24,7,86,no,summer,summer
105,26,10,86,yes,fall,fall
106,26,10,86,yes,fall,fall
107,7,11,86,no,fall,fall
108,7,11,86,no,fall,fall
109,29,5,87,no,spring,spring
110,29,5,87,no,spring,spring
111,6,7,87,no,summer,summer
112,6,7,87,no,summer,summer
113,14,7,87,no,summer,summer
114,14,7,87,no,summer,summer
115,1,10,87,no,fall,fall
116,1,10,87,no,fall,fall
117,31,7,87,no,summer,summer
118,31,7,87,no,summer,summer
119,7,3,88,no,spring,spring
120,7,3,88,no,spring,spring
121,1,4,88,no,spring,spring
122,1,4,88,no,spring,spring
123,8,5,88,yes,spring,spring
124,8,5,88,yes,spring,spring
125,10,5,88,no,spring,spring
126,10,5,88,no,spring,spring
127,24,5,88,no,spring,spring
128,24,5,88,no,spring,spring
129,4,6,88,yes,summer,summer
130,11,6,88,yes,spring,spring
131,20,6,88,no,spring,spring
132,20,6,88,no,spring,spring
133,28,6,88,no,summer,summer
134,29,6,88,no,summer,summer
135,29,6,88,no,summer,summer
136,29,6,88,no,summer,summer
137,5,7,88,no,summer,summer
138,11,7,88,no,summer,summer
139,17,12,88,yes,fall,fall
140,17,12,88,yes,fall,fall
141,5,7,88,no,summer,summer
142,8,7,88,no,summer,summer
143,16,8,88,no,summer,summer
144,16,8,88,no,summer,summer
145,25,11,88,no,fall,fall
146,25,11,88,no,fall,fall
147,23,8,88,no,summer,summer
148,23,8,88,no,summer,summer
149,30,1,89,no,winter,winter
150,30,1,89,no,winter,winter
151,10,3,89,no,winter,winter
152,10,3,89,no,winter,winter
153,1,7,89,yes,summer,summer
154,1,7,89,yes,summer,summer
155,1,5,89,no,spring,spring
156,9,5,89,no,spring,spring
157,11,5,89,no,spring,spring
158,20,9,89,no,summer,summer
159,22,7,89,yes,summer,summer
160,22,7,89,yes,summer,summer
161,10,9,89,yes,summer,summer
162,10,9,89,yes,summer,summer
163,12,9,89,no,summer,summer
164,12,9,89,no,summer,summer
165,29,9,89,no,fall,fall
166,29,9,89,no,fall,fall
167,2,10,89,no,fall,fall
168,2,10,89,no,fall,fall
169,8,11,89,no,fall,fall
170,12,11,89,yes,fall,fall
171,7,12,89,no,winter,winter
172,7,12,89,no,winter,winter
173,25,12,89,no,winter,winter
174,25,12,89,no,winter,winter
175,9,12,90,yes,winter,winter
176,9,12,90,yes,winter,winter
177,9,7,90,no,summer,summer
178,9,7,90,no,summer,summer
179,20,7,90,no,summer,summer
180,20,7,90,no,summer,summer
181,23,7,90,no,summer,summer
182,23,7,90,no,summer,summer
183,28,5,10,no,spring,spring
184,30,5,10,yes,spring,spring
185,18,12,89,no,fall,fall
186,17,1,90,no,winter,winter
187,11,2,90,yes,winter,winter
188,11,2,90,yes,winter,winter
189,12,2,90,no,winter,winter
190,28,2,90,no,winter,winter
191,23,2,90,no,winter,winter
192,23,2,90,no,winter,winter
193,19,3,90,no,winter,winter
194,19,3,90,no,winter,winter
195,23,4,90,no,spring,spring
196,23,4,90,no,spring,spring
197,27,3,91,no,spring,spring
198,27,3,91,no,spring,spring
199,16,5,90,no,spring,spring
200,19,5,90,yes,spring,spring
201,25,5,90,no,spring,spring
202,4,7,90,no,summer,summer
203,1,8,90,no,summer,summer
204,1,8,90,no,summer,summer
205,1,8,90,no,summer,summer
206,1,8,90,no,summer,summer
207,29,8,90,no,summer,summer
208,29,8,90,no,summer,summer
209,12,6,90,no,spring,spring
210,12,6,90,no,spring,spring
211,11,7,90,no,summer,summer
212,26,9,90,no,fall,fall
213,8,11,90,no,fall,fall
214,13,11,90,no,fall,fall
215,16,12,90,yes,fall,fall
216,16,12,90,yes,fall,fall
217,17,6,10,no,spring,spring
218,17,6,10,no,spring,spring
219,11,1,91,no,winter,winter
220,11,1,91,no,winter,winter
221,12,3,91,no,winter,winter
222,12,3,91,no,winter,winter
223,1,4,91,no,spring,spring
224,1,4,91,no,spring,spring
225,7,4,91,yes,spring,spring
226,8,4,91,no,spring,spring
227,1,5,91,no,spring,spring
228,1,5,91,no,spring,spring
229,8,5,91,no,spring,spring
230,9,5,91,no,spring,spring
231,29,6,91,yes,summer,summer
232,29,6,91,yes,summer,summer
233,3,7,91,no,summer,summer
234,3,7,91,no,summer,summer
235,9,7,91,no,summer,summer
236,10,7,91,no,summer,summer
237,11,7,91,no,summer,summer
238,11,7,91,no,summer,summer
239,22,7,91,no,summer,summer
240,22,7,91,no,summer,summer
241,22,7,91,no,summer,summer
242,22,7,91,no,summer,summer
243,5,8,91,no,summer,summer
244,5,8,91,no,summer,summer
245,19,8,91,no,summer,summer
246,19,8,91,no,summer,summer
247,27,8,91,no,summer,summer
248,27,8,91,no,summer,summer
249,29,8,91,no,summer,summer
250,1,9,91,yes,summer,summer
251,7,9,91,yes,fall,fall
252,7,9,91,yes,fall,fall
253,26,9,91,no,fall,fall
254,26,9,91,no,fall,fall
255,1,10,91,no,fall,fall
256,1,10,91,no,fall,fall
257,8,10,91,no,fall,fall
258,8,10,91,no,fall,fall
259,16,10,91,no,fall,fall
260,16,10,91,no,fall,fall
261,25,10,91,no,fall,fall
262,3,11,91,yes,fall,fall
263,8,10,91,no,fall,fall
264,14,10,91,no,fall,fall
265,20,11,91,no,fall,fall
266,20,11,91,no,fall,fall
267,30,11,91,yes,fall,fall
268,30,11,91,yes,fall,fall
269,6,12,91,no,winter,winter
270,6,12,91,no,winter,winter
271,21,1,92,no,winter,winter
272,21,1,92,no,winter,winter
273,1,2,92,yes,winter,winter
274,4,2,92,no,winter,winter
275,16,2,92,yes,winter,winter
276,16,2,92,yes,winter,winter
277,28,8,92,no,summer,summer
278,28,8,92,no,summer,summer
279,28,8,92,no,summer,summer
280,28,8,92,no,summer,summer
281,31,1,92,no,winter,winter
282,31,1,92,no,winter,winter
283,28,2,92,no,winter,winter
284,4,3,92,no,spring,spring
285,12,3,92,no,winter,winter
286,12,3,92,no,winter,winter
287,13,3,92,no,winter,winter
288,13,3,92,no,winter,winter
289,19,3,92,no,winter,winter
290,19,3,92,no,winter,winter
291,26,3,92,no,spring,spring
292,26,3,92,no,spring,spring
293,25,4,92,yes,spring,spring
294,25,4,92,yes,spring,spring
295,9,5,92,yes,spring,spring
296,9,5,92,yes,spring,spring
297,18,5,92,no,spring,spring
298,18,5,92,no,spring,spring
299,25,5,92,no,spring,spring
300,25,5,92,no,spring,spring
301,31,7,92,no,summer,summer
302,31,7,92,no,summer,summer
303,31,7,92,no,summer,summer
304,31,7,92,no,summer,summer
305,18,12,92,no,fall,fall
306,18,12,92,no,fall,fall
307,17,6,92,no,spring,spring
308,30,7,92,no,summer,summer
309,18,9,92,no,summer,summer
310,18,9,92,no,summer,summer
311,6,10,92,no,fall,fall
312,6,10,92,no,fall,fall
313,21,12,92,no,winter,winter
314,21,12,92,no,winter,winter
315,15,3,93,no,winter,winter
316,15,3,93,no,winter,winter
317,12,4,93,no,spring,spring
318,12,4,93,no,spring,spring
319,27,4,93,no,spring,spring
320,27,4,93,no,spring,spring
321,29,7,93,no,summer,summer
322,29,7,93,no,summer,summer
323,29,7,93,no,summer,summer
324,30,7,93,no,summer,summer
325,29,7,93,no,summer,summer
326,29,7,93,no,summer,summer
327,4,7,93,yes,summer,summer
328,4,7,93,yes,summer,summer
329,14,7,93,no,summer,summer
330,14,7,93,no,summer,summer
331,25,7,93,yes,summer,summer
332,14,8,93,yes,summer,summer
333,17,10,93,yes,fall,fall
334,17,10,93,yes,fall,fall
335,1,11,93,no,fall,fall
336,1,3,94,no,winter,winter
337,26,11,93,no,fall,fall
338,26,11,93,no,fall,fall
339,23,1,94,yes,winter,winter
340,6,2,94,yes,winter,winter
341,5,1,94,no,winter,winter
342,5,1,94,no,winter,winter
343,16,1,94,yes,winter,winter
344,17,1,94,no,winter,winter
345,28,1,94,no,winter,winter
346,28,1,94,no,winter,winter
347,16,4,94,yes,spring,spring
348,26,4,94,no,spring,spring
349,18,5,94,no,spring,spring
350,18,5,94,no,spring,spring
351,22,5,94,yes,spring,spring
352,22,5,94,yes,spring,spring
353,18,6,94,yes,spring,spring
354,18,6,94,yes,spring,spring
355,24,7,94,yes,summer,summer
356,24,7,94,yes,summer,summer
357,4,7,95,no,summer,summer
358,4,7,95,no,summer,summer
359,25,5,94,no,spring,spring
360,25,5,94,no,spring,spring
361,1,8,94,no,summer,summer
362,1,8,94,no,summer,summer
363,4,8,94,no,summer,summer
364,4,8,94,no,summer,summer
365,4,8,94,no,summer,summer
366,4,8,94,no,summer,summer
367,27,8,94,yes,summer,summer
368,27,8,94,yes,summer,summer
369,28,8,94,yes,summer,summer
370,28,8,94,yes,summer,summer
371,17,10,94,no,fall,fall
372,17,10,94,no,fall,fall
373,21,10,94,no,fall,fall
374,21,10,94,no,fall,fall
375,8,12,94,no,winter,winter
376,21,1,95,yes,winter,winter
377,21,1,95,yes,winter,winter
378,10,3,95,no,winter,winter
379,10,3,95,no,winter,winter
380,29,5,95,no,spring,spring
381,29,5,95,no,spring,spring
382,1,4,95,yes,spring,spring
383,1,4,95,yes,spring,spring
384,5,6,95,no,summer,summer
385,9,6,95,no,summer,summer
386,15,6,95,no,spring,spring
387,10,7,95,no,summer,summer
388,10,7,95,no,summer,summer
389,13,7,95,no,summer,summer
390,15,7,95,yes,summer,summer
391,30,7,95,yes,summer,summer
392,30,7,95,yes,summer,summer
393,11,8,95,no,summer,summer
394,11,8,95,no,summer,summer
395,11,9,95,no,summer,summer
396,11,9,95,no,summer,summer
397,26,9,95,no,fall,fall
398,26,9,95,no,fall,fall
399,5,10,95,no,fall,fall
400,6,10,95,no,fall,fall
401,16,11,95,no,fall,fall
402,16,11,95,no,fall,fall
403,10,12,95,yes,fall,fall
404,11,12,95,no,fall,fall
405,27,11,95,no,fall,fall
406,29,11,95,no,fall,fall
407,17,2,96,yes,winter,winter
408,19,2,96,no,winter,winter
409,20,4,96,yes,spring,spring
410,20,4,96,yes,spring,spring
411,17,5,96,no,spring,spring
412,19,5,96,yes,spring,spring
413,5,7,96,no,summer,summer
414,6,7,96,yes,summer,summer
415,16,7,96,no,summer,summer
416,16,7,96,no,summer,summer
417,18,4,96,no,spring,spring
418,8,5,96,no,spring,spring
419,17,6,96,no,spring,spring
420,21,6,96,no,summer,summer
421,16,7,96,no,summer,summer
422,18,7,96,no,summer,summer
423,24,7,96,no,summer,summer
424,25,7,96,no,summer,summer
425,29,11,96,no,fall,fall
426,29,11,96,no,fall,fall
427,29,12,96,yes,winter,winter
428,29,12,96,yes,winter,winter
429,9,1,97,no,winter,winter
430,9,1,97,no,winter,winter
431,18,3,97,no,winter,winter
432,24,3,97,no,spring,spring
433,30,3,97,yes,spring,spring
434,3,4,97,no,spring,spring
435,29,10,06,yes,fall,fall
436,29,10,06,yes,fall,fall
437,19,4,97,yes,spring,spring
438,23,4,97,no,spring,spring
439,22,4,97,no,spring,spring
440,14,5,97,no,spring,spring
441,1,5,97,no,spring,spring
442,1,5,97,no,spring,spring
443,29,5,97,no,spring,spring
444,29,5,97,no,spring,spring
445,10,6,97,no,spring,spring
446,10,6,97,no,spring,spring
447,13,5,07,yes,spring,spring
448,13,5,07,yes,spring,spring
449,12,6,97,no,spring,spring
450,12,6,97,no,spring,spring
451,17,6,97,no,spring,spring
452,20,6,97,no,spring,spring
453,10,7,97,no,summer,summer
454,10,7,97,no,summer,summer
455,11,7,97,no,summer,summer
456,11,7,97,no,summer,summer
457,13,10,97,no,fall,fall
458,13,10,97,no,fall,fall
459,4,1,98,yes,winter,winter
460,10,1,98,yes,winter,winter
461,16,1,98,no,winter,winter
462,16,1,98,no,winter,winter
463,9,3,98,no,spring,spring
464,10,3,98,no,winter,winter
465,3,1,99,yes,winter,winter
466,3,1,99,yes,winter,winter
467,31,7,08,no,summer,summer
468,4,8,08,no,summer,summer
469,28,3,98,yes,spring,spring
470,15,4,98,no,spring,spring
471,21,5,98,no,spring,spring
472,18,6,98,no,spring,spring
473,18,6,98,no,spring,spring
474,4,7,98,yes,summer,summer
475,31,7,98,no,summer,summer
476,10,7,98,no,summer,summer
477,10,7,98,no,summer,summer
478,4,7,98,yes,summer,summer
479,5,7,98,yes,summer,summer
480,22,7,98,no,summer,summer
481,31,7,98,no,summer,summer
482,1,8,98,yes,summer,summer
483,1,8,98,yes,summer,summer
484,10,8,98,no,summer,summer
485,17,8,98,no,summer,summer
486,24,12,98,no,winter,winter
487,29,12,98,no,winter,winter
488,2,9,98,no,summer,summer
489,2,9,98,no,summer,summer
490,23,11,98,no,fall,fall
491,25,11,98,no,fall,fall
492,13,2,99,yes,winter,winter
493,13,2,99,yes,winter,winter
494,21,2,99,yes,winter,winter
495,21,2,99,yes,winter,winter
496,13,1,99,no,winter,winter
497,15,1,99,no,winter,winter
498,25,1,99,no,winter,winter
499,25,1,99,no,winter,winter
500,29,1,99,no,winter,winter
501,29,1,99,no,winter,winter
502,11,2,99,no,winter,winter
503,11,2,99,no,winter,winter
504,1,3,99,no,winter,winter
505,30,7,99,no,summer,summer
506,5,3,99,no,spring,spring
507,5,3,99,no,spring,spring
508,1,4,99,no,spring,spring
509,1,4,99,no,spring,spring
510,1,4,99,no,spring,spring
511,30,6,99,no,summer,summer
512,23,4,99,no,spring,spring
513,23,4,99,no,spring,spring
514,1,4,99,no,spring,spring
515,31,5,99,no,spring,spring
516,4,5,99,no,spring,spring
517,4,5,99,no,spring,spring
518,12,6,99,yes,spring,spring
519,22,6,99,no,summer,summer
520,16,6,99,no,spring,spring
521,25,6,99,no,summer,summer
522,18,6,99,no,spring,spring
523,19,6,99,yes,spring,spring
524,21,6,99,no,summer,summer
525,21,6,99,no,summer,summer
526,28,6,99,no,summer,summer
527,1,7,99,no,summer,summer
528,4,7,99,yes,summer,summer
529,5,7,99,no,summer,summer
530,6,7,99,no,summer,summer
531,6,7,99,no,summer,summer
532,16,7,99,no,summer,summer
533,16,7,99,no,summer,summer
534,9,8,99,no,summer,summer
535,9,8,99,no,summer,summer
536,3,9,99,no,fall,fall
537,3,9,99,no,fall,fall
538,7,9,99,no,fall,fall
539,7,9,99,no,fall,fall
540,7,9,99,no,fall,fall
541,7,9,99,no,fall,fall
542,23,9,99,no,fall,fall
543,23,9,99,no,fall,fall
544,24,9,99,no,fall,fall
545,24,9,99,no,fall,fall
546,1,10,99,no,fall,fall
547,1,10,99,no,fall,fall
548,7,12,99,no,winter,winter
549,7,12,99,no,winter,winter
550,30,12,99,no,winter,winter
551,30,12,99,no,winter,winter
552,17,1,00,no,winter,winter
553,22,1,00,yes,winter,winter
554,13,4,00,no,spring,spring
555,14,4,00,no,spring,spring
556,20,4,00,no,spring,spring
557,21,4,00,no,spring,spring
558,14,7,00,no,summer,summer
559,14,7,00,no,summer,summer
560,1,8,00,no,summer,summer
561,1,8,00,no,summer,summer
562,19,5,00,no,spring,spring
563,14,7,00,no,summer,summer
564,3,7,00,no,summer,summer
565,3,7,00,no,summer,summer
566,14,7,00,no,summer,summer
567,29,10,00,yes,fall,fall
568,29,10,00,yes,fall,fall
569,2,11,00,no,fall,fall
570,27,11,00,no,fall,fall
571,27,11,00,no,fall,fall
572,10,2,01,yes,winter,winter
573,10,2,01,yes,winter,winter
574,1,4,01,yes,spring,spring
575,1,4,01,yes,spring,spring
576,1,6,01,no,spring,spring
577,1,6,01,no,spring,spring
578,31,7,01,no,summer,summer
579,31,7,01,no,summer,summer
580,1,7,01,yes,summer,summer
581,1,7,01,yes,summer,summer
582,11,9,01,no,summer,summer
583,11,9,01,no,summer,summer
584,19,9,01,no,summer,summer
585,19,9,01,no,summer,summer
586,14,4,02,yes,spring,spring
587,14,4,02,yes,spring,spring
588,20,5,02,no,spring,spring
589,20,5,02,no,spring,spring
590,14,5,02,no,spring,spring
591,14,5,02,no,spring,spring
592,17,5,02,no,spring,spring
593,7,6,02,no,summer,summer
594,20,5,02,no,spring,spring
595,22,5,02,no,spring,spring
596,30,5,02,no,spring,spring
597,30,5,02,no,spring,spring
598,1,5,02,no,spring,spring
599,1,5,02,no,spring,spring
600,9,6,02,yes,summer,summer
601,9,6,02,yes,summer,summer
602,11,6,02,no,spring,spring
603,11,6,02,no,spring,spring
604,11,6,02,no,spring,spring
605,11,6,02,no,spring,spring
606,21,6,02,no,summer,summer
607,21,6,02,no,summer,summer
608,23,6,02,yes,summer,summer
609,23,6,02,yes,summer,summer
610,24,6,02,no,summer,summer
611,24,6,02,no,summer,summer
612,28,6,02,no,summer,summer
613,30,6,02,yes,summer,summer
614,28,6,02,no,summer,summer
615,1,7,02,no,summer,summer
616,2,7,02,no,summer,summer
617,2,7,02,no,summer,summer
618,3,7,02,no,summer,summer
619,3,7,02,no,summer,summer
620,30,7,02,no,summer,summer
621,30,7,02,no,summer,summer
622,1,7,02,no,summer,summer
623,1,7,02,no,summer,summer
624,12,8,02,no,summer,summer
625,12,8,02,no,summer,summer
626,16,11,02,yes,fall,fall
627,16,11,02,yes,fall,fall
628,21,1,03,no,winter,winter
629,21,1,03,no,winter,winter
630,21,2,03,no,winter,winter
631,21,2,03,no,winter,winter
632,15,2,03,yes,winter,winter
633,15,2,03,yes,winter,winter
634,31,3,03,no,spring,spring
635,31,3,03,no,spring,spring
636,31,3,03,no,spring,spring
637,31,3,03,no,spring,spring
638,31,3,03,no,spring,spring
639,31,3,03,no,spring,spring
640,1,4,03,no,spring,spring
641,31,10,03,no,fall,fall
642,19,5,03,no,spring,spring
643,19,5,03,no,spring,spring
644,1,7,03,no,summer,summer
645,31,8,03,yes,summer,summer
646,21,7,03,no,summer,summer
647,21,7,03,no,summer,summer
648,4,8,03,no,summer,summer
649,4,8,03,no,summer,summer
650,14,8,03,no,summer,summer
651,14,8,03,no,summer,summer
652,29,9,03,no,fall,fall
653,29,9,03,no,fall,fall
654,16,10,03,no,fall,fall
655,23,10,03,no,fall,fall
656,18,2,04,no,winter,winter
657,20,2,04,no,winter,winter
658,24,3,04,no,spring,spring
659,26,3,04,no,spring,spring
660,19,5,04,no,spring,spring
661,19,5,04,no,spring,spring
662,8,7,04,no,summer,summer
663,8,7,04,no,summer,summer
664,2,7,04,no,summer,summer
665,11,7,04,yes,summer,summer
666,21,7,04,no,summer,summer
667,21,7,04,no,summer,summer
668,10,8,04,no,summer,summer
669,10,8,04,no,summer,summer
670,13,8,04,no,summer,summer
671,14,8,04,yes,summer,summer
672,26,12,04,yes,winter,winter
673,26,12,04,yes,winter,winter
674,27,12,04,no,winter,winter
675,27,12,04,no,winter,winter
676,17,1,05,no,winter,winter
677,31,1,05,no,winter,winter
678,30,3,05,no,spring,spring
679,31,3,05,no,spring,spring
680,23,4,05,yes,spring,spring
681,23,4,05,yes,spring,spring
682,9,4,05,yes,spring,spring
683,15,5,05,yes,spring,spring
684,11,5,05,no,spring,spring
685,14,5,05,yes,spring,spring
686,25,5,05,no,spring,spring
687,27,5,05,no,spring,spring
688,29,5,05,yes,spring,spring
689,29,5,05,yes,spring,spring
690,2,6,05,no,spring,spring
691,2,6,05,no,spring,spring
692,23,6,05,no,summer,summer
693,23,6,05,no,summer,summer
694,28,8,05,yes,summer,summer
695,28,8,05,yes,summer,summer
696,31,8,05,no,summer,summer
697,31,8,05,no,summer,summer
698,27,9,05,no,fall,fall
699,27,9,05,no,fall,fall
700,28,9,05,no,fall,fall
701,28,9,05,no,fall,fall
702,24,9,05,yes,fall,fall
703,24,9,05,yes,fall,fall
704,26,10,05,no,fall,fall
705,26,10,05,no,fall,fall
706,13,12,05,no,fall,fall
707,13,12,05,no,fall,fall
708,4,2,06,yes,winter,winter
709,4,2,06,yes,winter,winter
710,13,4,06,no,spring,spring
711,13,4,06,no,spring,spring
712,23,4,06,yes,spring,spring
713,23,4,06,yes,spring,spring
714,20,5,06,yes,spring,spring
715,20,5,06,yes,spring,spring
716,16,6,06,no,spring,spring
717,18,6,06,yes,spring,spring
718,27,5,06,yes,spring,spring
719,27,5,06,yes,spring,spring
720,3,7,06,no,summer,summer
721,5,7,06,no,summer,summer
722,4,7,06,no,summer,summer
723,6,7,06,no,summer,summer
724,6,7,06,no,summer,summer
725,24,7,06,no,summer,summer
726,24,7,06,no,summer,summer
727,15,8,06,no,summer,summer
728,15,8,06,no,summer,summer
729,15,8,06,no,summer,summer
730,15,8,06,no,summer,summer
731,19,8,06,yes,summer,summer
732,19,8,06,yes,summer,summer
733,28,10,06,yes,fall,fall
734,28,10,06,yes,fall,fall
735,1,12,06,no,fall,fall
736,2,12,06,yes,fall,fall
737,20,12,06,no,fall,fall
738,20,12,06,no,fall,fall
739,11,12,06,no,fall,fall
740,11,12,06,no,fall,fall
741,12,3,07,no,winter,winter
742,12,3,07,no,winter,winter
743,3,4,07,no,spring,spring
744,13,4,07,no,spring,spring
745,19,4,07,no,spring,spring
746,19,4,07,no,spring,spring
747,23,4,07,no,spring,spring
748,23,4,07,no,spring,spring
749,28,4,07,yes,spring,spring
750,28,4,07,yes,spring,spring
751,10,5,07,no,spring,spring
752,10,5,07,no,spring,spring
753,25,5,07,no,spring,spring
754,25,5,07,no,spring,spring
755,25,5,07,no,spring,spring
756,25,5,07,no,spring,spring
757,27,5,07,yes,spring,spring
758,27,5,07,yes,spring,spring
759,3,6,07,yes,summer,summer
760,3,6,07,yes,summer,summer
761,5,6,07,no,summer,summer
762,5,6,07,no,summer,summer
763,16,6,07,yes,spring,spring
764,17,6,07,yes,spring,spring
765,5,7,07,no,summer,summer
766,5,7,07,no,summer,summer
767,21,7,07,yes,summer,summer
768,21,7,07,yes,summer,summer
769,22,6,07,no,summer,summer
770,22,6,07,no,summer,summer
771,19,7,07,no,summer,summer
772,26,7,07,no,summer,summer
773,1,8,07,no,summer,summer
774,1,8,07,no,summer,summer
775,4,8,07,yes,summer,summer
776,7,8,07,no,summer,summer
777,9,8,07,no,summer,summer
778,12,11,07,no,fall,fall
779,12,11,07,no,fall,fall
780,17,12,07,no,fall,fall
781,17,12,07,no,fall,fall
782,10,12,07,no,fall,fall
783,10,12,07,no,fall,fall
784,28,1,08,no,winter,winter
785,28,1,08,no,winter,winter
786,14,2,08,no,winter,winter
787,14,2,08,no,winter,winter
788,18,2,08,no,winter,winter
789,18,2,08,no,winter,winter
790,21,3,08,no,spring,spring
791,21,3,08,no,spring,spring
792,14,4,08,no,spring,spring
793,14,4,08,no,spring,spring
794,14,4,08,no,spring,spring
795,14,4,08,no,spring,spring
796,17,4,08,no,spring,spring
797,17,4,08,no,spring,spring
798,25,4,08,no,spring,spring
799,25,4,08,no,spring,spring
800,28,4,08,no,spring,spring
801,2,5,08,no,spring,spring
802,30,5,08,no,spring,spring
803,30,5,08,no,spring,spring
804,9,5,08,no,spring,spring
805,9,5,08,no,spring,spring
806,16,5,08,no,spring,spring
807,19,5,08,no,spring,spring
808,10,6,08,no,spring,spring
809,10,6,08,no,spring,spring
810,28,5,08,no,spring,spring
811,28,5,08,no,spring,spring
812,24,5,08,yes,spring,spring
813,24,5,08,yes,spring,spring
814,31,5,08,yes,spring,spring
815,31,5,08,yes,spring,spring
816,10,6,08,no,spring,spring
817,13,6,08,no,spring,spring
818,13,6,08,no,spring,spring
819,13,6,08,no,spring,spring
820,29,6,08,yes,summer,summer
821,29,6,08,yes,summer,summer
822,30,6,08,no,summer,summer
823,30,6,08,no,summer,summer
824,11,7,08,no,summer,summer
825,11,7,08,no,summer,summer
826,1,7,08,no,summer,summer
827,6,7,08,yes,summer,summer
828,1,7,08,no,summer,summer
829,1,7,08,no,summer,summer
830,20,7,08,yes,summer,summer
831,20,7,08,yes,summer,summer
832,15,4,07,yes,spring,spring
833,15,4,07,yes,spring,spring
834,22,7,08,no,summer,summer
835,22,7,08,no,summer,summer
836,22,7,08,no,summer,summer
837,22,7,08,no,summer,summer
838,10,8,08,yes,summer,summer
839,10,8,08,yes,summer,summer
840,15,8,08,no,summer,summer
841,15,8,08,no,summer,summer
842,7,9,08,yes,fall,fall
843,7,9,08,yes,fall,fall
844,15,9,08,no,summer,summer
845,15,9,08,no,summer,summer
846,24,4,79,no,spring,spring
847,7,5,79,no,spring,spring
848,1,4,95,yes,spring,spring
849,1,4,95,yes,spring,spring
850,8,6,99,no,summer,summer
851,8,6,99,no,summer,summer
852,1,6,95,no,spring,spring
853,1,6,95,no,spring,spring
854,31,3,03,no,spring,spring
855,31,3,03,no,spring,spring
856,17,4,06,no,spring,spring
857,17,4,06,no,spring,spring
858,3,11,07,yes,fall,fall
859,3,11,07,yes,fall,fall
860,1,8,07,no,summer,summer
861,1,8,07,no,summer,summer
