data_key,month,day,year,weekend,season_canada
1059,2,18,15,no,winter
1060,9,11,15,no,summer
1061,8,29,15,yes,summer
1062,4,8,15,no,spring
1063,6,12,15,no,spring
1064,7,22,15,no,summer
1065,8,5,15,no,summer
1066,7,22,15,no,summer
1067,7,12,15,yes,summer
1068,9,29,16,no,fall
1069,11,29,16,no,fall
1070,12,25,16,yes,winter
1071,12,21,16,no,winter
1072,7,21,16,no,summer
1073,11,18,16,no,fall
1074,2,26,16,no,winter
1075,3,26,16,yes,spring
1076,7,8,16,no,summer
1077,3,29,16,no,spring
1078,3,29,16,no,spring
1079,6,28,16,no,summer
1080,4,30,16,yes,spring
1081,10,13,16,no,fall
1082,4,5,16,no,spring
1083,6,27,16,no,summer
1084,7,20,16,no,summer
1085,8,4,16,no,summer
1086,8,25,16,no,summer
1087,7,6,16,no,summer
1088,10,16,16,yes,fall
1089,10,8,16,yes,fall
1090,3,10,16,no,winter
1091,10,13,16,no,fall
1092,6,17,16,no,spring
1093,6,25,16,yes,summer
1094,7,20,16,no,summer
1095,7,11,16,no,summer
1096,6,30,16,no,summer
1097,7,16,16,yes,summer
1098,4,21,16,no,spring
1099,7,31,16,yes,summer
1100,6,1,16,no,spring
